,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
117,5001-177/802/0/0,NertrÃ¸a 53,7089,HEIMDAL,Selveier rekkehus,200,229,253,2014,0,225.8,2021-03-08,6830000,0.0,6830000.0,5,5,2021-02-25,11,Eiendomsmegler 1,7089,3,5,1,0
118,5001-104/2332/0/0,VÃ¥danvegen 5 A,7024,TRONDHEIM,Selveier enebolig,126,157,0,2018,0,262.6,2021-03-08,6200000,0.0,6200000.0,5,4,2021-02-05,31,Eiendomsmegler 1,7024,3,4,1,0
119,5001-410/38/0/2,Wessels gate 6 A,7043,TRONDHEIM,Selveierleilighet,95,95,103,1898,1,427.9,2021-03-08,4850000,0.0,4850000.0,4,4,2021-02-26,10,Heimdal Eiendomsmegling,7043,4,7,0,0
120,5001-408/4/0/1,Nedre Bakklandet 25 A,7014,TRONDHEIM,Selveierleilighet,152,152,167,1996,1,395.4,2021-03-09,6500000,0.0,6500000.0,5,6,2021-03-09,0,Eiendomsmegler 1,7014,3,7,0,0
121,5001-20/72/0/0,Jakobsgrenda 66,7059,JAKOBSLI,Selveier enebolig,152,172,189,2004,0,318.1,2021-03-09,7000000,0.0,7000000.0,5,3,2021-02-25,12,DNB Eiendom,7059,1,4,1,0
122,5001-91/31/0/48,Gamle Leirvegen 103,7038,TRONDHEIM,Selveierleilighet,53,53,0,2013,3,7568.9,2021-03-09,2900000,0.0,2900000.0,2,2,2021-02-26,11,Eiendomsmegler 1,7038,3,7,1,0
123,5001-17/800/0/21,Anton Jenssens veg 72 B,7053,RANHEIM,Selveierleilighet,100,100,107,2007,2,2923.3,2021-03-09,4350000,0.0,4350000.0,3,3,2021-03-02,7,Proaktiv,7053,10,7,1,0
124,5001-421/292/0/2,Arilds gate 1 B,7017,TRONDHEIM,Selveierleilighet,100,100,0,1907,1,631.9,2021-03-09,5000000,171971.0,5171971.0,3,3,2021-03-01,8,Eiendomsmegler 1,7017,3,7,0,0
125,5001-408/99/0/9,Brinken 9,7016,TRONDHEIM,Selveierleilighet,82,82,95,1907,1,538.3,2021-03-09,4950000,2934.0,4952934.0,0,1,2021-02-25,12,Eiendomsmegler 1,7016,3,7,1,0
126,5001-405/216/0/3,Elgeseter gate 21 B,7030,TRONDHEIM,Selveierleilighet,62,64,71,1951,2,210.9,2021-03-09,3485000,94014.0,3579014.0,0,3,2021-02-25,12,Heimdal Eiendomsmegling,7030,4,7,1,0
127,5001-24/432/0/75,Horgsletta 35,7055,RANHEIM,Selveierleilighet,46,50,0,2018,2,8954.4,2021-03-09,2940000,0.0,2940000.0,2,1,2021-02-25,12,Eiendomsmegler 1,7055,3,7,1,0
128,5001-323/2384/0/0,Tonstadbrinken 32 A,7091,TILLER,Selveier rekkehus,164,179,195,2013,0,355.6,2021-03-09,5390000,0.0,5390000.0,5,4,2021-02-26,11,EIE Eiendomsmegling,7091,2,5,1,0
129,5001-73/271/0/71,Sorgenfriveien 26,7031,TRONDHEIM,Selveierleilighet,36,36,0,2020,6,1198.1,2021-03-09,2915000,0.0,2915000.0,2,1,2021-03-09,0,Heimdal Eiendomsmegling,7031,4,7,0,0
130,951563560/58,Johan Cappelens veg 15,7033,TRONDHEIM,Borettslagsleilighet,41,41,44,1968,1,37260.5,2021-03-09,2110000,176083.0,2286083.0,2,1,2021-02-26,11,Heimdal Eiendomsmegling,7033,4,3,1,0
131,5001-410/686/0/36,Dyre Halses gate 14,7042,TRONDHEIM,Selveierleilighet,43,43,48,2007,2,1401.5,2021-03-09,3450000,0.0,3450000.0,2,1,2021-02-24,13,Eiendomsmegler 1,7042,3,7,1,0
132,5001-103/31/0/7,Skavlans veg 12 M,7022,TRONDHEIM,Selveier tomannsbolig,77,80,0,1989,1,3365.0,2021-03-09,3240000,0.0,3240000.0,3,2,2021-03-02,7,Meglerhuset Nylander,7022,7,6,1,0
133,5001-49/311/0/10,Ã˜vre GranÃ¥slia 17,7047,TRONDHEIM,Selveierleilighet,0,45,0,2019,2,3219.3,2021-03-09,2795000,0.0,2795000.0,3,2,2021-03-09,0,Heimdal Eiendomsmegling,7047,4,7,1,0
134,5001-49/311/0/4,Ã˜vre GranÃ¥slia 17,7047,TRONDHEIM,Selveierleilighet,48,48,0,2019,1,3219.3,2021-03-09,2795000,0.0,2795000.0,3,2,2021-03-08,1,Heimdal Eiendomsmegling,7047,4,7,1,0
135,5001-404/414/0/7,MAGNUS DEN GODES GATE 8,7030,TRONDHEIM,Selveierleilighet,45,45,49,1914,4,595.8,2021-03-09,3600000,12220.0,3612220.0,2,1,2021-02-27,10,Proaktiv,7030,10,7,1,0
136,5001-21/916/0/0,Nyheimsvegen 37 C,7058,CHARLOTTENLUND,Selveier enebolig,218,221,241,1987,0,3500.4,2021-03-09,8700000,0.0,8700000.0,0,4,2021-02-25,12,Proaktiv,7058,10,4,1,0
137,5001-29/151/0/1,Solveig Abrahamsens veg 10 A,7054,RANHEIM,Selveier rekkehus,111,118,128,2019,0,0.0,2021-03-09,5550000,0.0,5550000.0,5,3,2020-11-04,125,Proaktiv,7054,10,5,1,0
138,990000697/34,Nedre Ila 5,7018,TRONDHEIM,Borettslagsleilighet,68,80,87,2007,4,1133.8,2021-03-09,2350000,1415272.0,3765272.0,3,2,2021-02-26,11,Eiendomsmegler 1,7018,3,3,1,1
139,948924781/44,Balders veg 1 F,7033,TRONDHEIM,Borettslagsleilighet,31,31,34,1964,1,8376.8,2021-03-09,2000000,139855.0,2139855.0,1,1,2021-03-01,8,Eiendomsmegler 1,7033,3,3,1,0
140,948658909/144,Trygve Thesens vei 6,7020,TRONDHEIM,Borettslagsleilighet,62,62,68,1960,3,42651.8,2021-03-09,2880000,133031.0,3013031.0,3,2,2021-02-27,10,DNB Eiendom,7020,1,3,0,0
141,948722585/103,Karolinerveien 2 A,7021,TRONDHEIM,Borettslagsleilighet,25,25,28,1967,4,44327.8,2021-03-09,1890000,12894.0,1902894.0,1,0,2021-02-18,19,Eiendomsmegler 1,7021,3,3,1,0
142,948722208/206,Njords veg 30 C,7035,TRONDHEIM,Borettslagsleilighet,64,64,70,1963,3,28048.6,2021-03-09,2750000,589238.0,3339238.0,3,2,2021-02-26,11,Proaktiv,7035,10,3,1,0
143,954517713/17,Hans Hagerups gate 4 B,7012,TRONDHEIM,Borettslagsleilighet,68,68,74,1953,4,458.0,2021-03-09,3900000,30715.0,3930715.0,3,2,2021-02-26,11,Heimdal Eiendomsmegling,7012,4,3,1,0
144,5001-50/340/0/0,SildrÃ¥pevegen 33 D,7048,TRONDHEIM,Selveier rekkehus,110,155,176,1968,0,194.7,2021-03-09,4000000,114042.0,4114042.0,0,3,2021-02-26,11,Proaktiv,7048,10,5,1,0
145,846722092/2046,Utleirtunet 5 D,7036,TRONDHEIM,Borettslagsleilighet,55,55,60,1971,1,34883.7,2021-03-09,2315000,115180.0,2430180.0,0,1,2021-02-26,11,Proaktiv,7036,10,3,0,0
146,948721058/14,Bekkasinvegen 27,7082,KATTEM,Borettslagsleilighet,100,105,117,1975,1,68952.7,2021-03-09,2100000,492500.0,2592500.0,3,2,2021-02-27,10,Krogsveen,7082,5,3,0,0
147,5001-402/244/0/2,Dronningens gate 84,7012,TRONDHEIM,Selveier enebolig,79,79,84,1897,0,198.0,2021-03-09,4390000,0.0,4390000.0,2,2,2021-02-20,17,Eiendomsmegler 1,7012,3,4,0,0
148,948969858/224,Fogdenget 1,7029,TRONDHEIM,Borettslagsleilighet,84,84,91,1971,1,194023.0,2021-03-09,2580000,130510.0,2710510.0,3,2,2021-02-26,11,Heimdal Eiendomsmegling,7029,4,3,0,0
149,948722585/103,Karolinerveien 2 A,7021,TRONDHEIM,Borettslagsleilighet,25,25,28,1967,4,44327.8,2021-03-09,1890000,12894.0,1902894.0,1,0,2021-02-18,19,Eiendomsmegler 1,7021,3,3,1,0
150,948969858/83,Romolslia 72,7029,TRONDHEIM,Borettslagsleilighet,77,77,81,1972,2,45134.2,2021-03-09,2700000,180557.0,2880557.0,3,2,2021-03-03,6,Eiendomsmegler 1,7029,3,3,1,0
151,5001-520/53/0/3,Torvmarkvegen 6 A,7540,KLÃ†BU,Selveier rekkehus,112,125,130,1998,0,1026.0,2021-03-09,3500000,0.0,3500000.0,0,3,2019-09-05,551,Heimdal Eiendomsmegling,7540,4,5,1,0
152,948924781/28,Balders veg 1 D,7033,TRONDHEIM,Borettslagsleilighet,31,31,34,1964,1,8376.8,2021-03-09,2150000,139855.0,2289855.0,1,1,2021-03-01,8,Eiendomsmegler 1,7033,3,3,0,0
153,948959259/17,Kongens gate 51 B,7012,TRONDHEIM,Borettslagsleilighet,43,43,46,1962,4,1037.4,2021-03-09,3000000,7000.0,3007000.0,0,1,2021-02-27,10,Eiendomsmegler 1,7012,3,3,0,0
154,5001-414/545/0/39,HÃ¥kon Magnussons gate 26,7041,TRONDHEIM,Selveierleilighet,84,88,93,2017,2,2104.2,2021-03-10,4555000,0.0,4555000.0,4,3,2021-02-26,12,Meglerhuset Nylander,7041,7,7,1,0
155,5001-96/625/0/7,GjÃ¸rtlervegen 1 A,7021,TRONDHEIM,Selveierleilighet,40,40,44,2007,1,6752.1,2021-03-10,2580000,11017.0,2591017.0,3,1,2021-03-02,8,Meglerhuset Nylander,7021,7,7,1,0
156,5001-412/407/0/43,Julianus Holms veg 48,7041,TRONDHEIM,Selveierleilighet,97,101,110,2016,1,5120.2,2021-03-10,4880000,0.0,4880000.0,4,3,2020-03-19,356,Meglerhuset Nylander,7041,7,7,1,0
157,5001-412/408/0/86,Julianus Holms veg 58,7041,TRONDHEIM,Selveierleilighet,45,49,0,2016,1,4721.5,2021-03-10,3150000,0.0,3150000.0,2,1,2021-03-01,9,Eiendomsmegler 1,7041,3,7,1,0
158,5001-12/5/0/55,Fernanda Nissens veg 20,7045,TRONDHEIM,Selveierleilighet,41,46,51,2007,3,9014.5,2021-03-10,2910000,4940.0,2914940.0,2,1,2021-02-28,10,Eiendomsmegler 1,7045,3,7,1,0
159,5001-9/856/0/9,Kinnvegen 5,7045,TRONDHEIM,Selveierleilighet,63,63,70,1945,2,722.1,2021-03-10,3565000,0.0,3565000.0,2,2,2021-03-05,5,Heimdal Eiendomsmegling,7045,4,7,0,0
160,5001-23/801/0/0,HeimtrÃ¸a 22 B,7054,RANHEIM,Selveier enebolig,381,434,0,2020,0,611.2,2021-03-10,14000000,0.0,14000000.0,0,9,2021-03-10,0,Eiendomsmegler 1,7054,3,4,0,0
161,5001-323/2360/0/0,Ingeborg Ofstads veg 40,7091,TILLER,Selveier rekkehus,112,122,0,2011,0,172.5,2021-03-10,4800000,0.0,4800000.0,4,4,2021-03-03,7,Eiendomsmegler 1,7091,3,5,0,0
162,5001-16/262/0/0,Churchills veg 11 F,7058,CHARLOTTENLUND,Selveier rekkehus,110,121,131,1968,0,131.5,2021-03-10,4225000,0.0,4225000.0,0,3,2021-03-02,8,Privatmegleren,7058,9,5,0,0
163,959938466/35,Nordre Hallsetveg 78 C,7023,TRONDHEIM,Borettslagsleilighet,65,65,70,1958,3,2709.3,2021-03-10,2335000,765575.0,3100575.0,2,2,2021-03-01,9,Heimdal Eiendomsmegling,7023,4,3,0,0
164,5001-411/125/0/17,BjÃ¸rn Stallares gate 8 A,7067,TRONDHEIM,Selveierleilighet,54,54,59,1904,4,664.1,2021-03-10,3050000,0.0,3050000.0,3,2,2021-02-27,11,Proaktiv,7067,10,7,0,0
165,986881433/1,Ã˜stersunds gate 13 B,7067,TRONDHEIM,Borettslagsleilighet,21,21,26,1910,1,696.1,2021-03-10,1090000,409023.0,1499023.0,0,0,2020-08-07,215,DNB Eiendom,7067,1,3,0,0
166,5001-415/234/0/118,StjÃ¸rdalsveien 11,7066,TRONDHEIM,Selveierleilighet,124,124,135,2018,8,1262.7,2021-03-10,11000000,0.0,11000000.0,4,2,2020-08-14,208,Eiendomsmegler 1,7066,3,7,1,0
167,5001-81/41/0/0,SteinÃ¥sen 52,7049,TRONDHEIM,Selveier enebolig,206,225,0,1980,0,1340.3,2021-03-10,8300000,0.0,8300000.0,0,3,2021-02-26,12,EIE Eiendomsmegling,7049,2,4,0,0
168,5001-12/42/0/3,Dalkantvegen 22,7045,TRONDHEIM,Selveierleilighet,43,43,0,2015,1,1493.1,2021-03-10,2940000,0.0,2940000.0,2,1,2021-03-05,5,Eiendomsmegler 1,7045,3,7,1,0
169,988882836/9,Dyre Halses gate 8,7042,TRONDHEIM,Borettslagsleilighet,86,86,0,2005,3,0.0,2021-03-10,6000000,0.0,6000000.0,3,3,2021-03-01,9,Eiendomsmegler 1,7042,3,3,1,1
170,5001-177/816/0/96,Andersbakkan 92,7089,HEIMDAL,Selveierleilighet,42,48,0,2020,2,4953.6,2021-03-10,2550000,0.0,2550000.0,3,2,2021-02-23,15,Eiendomsmegler 1,7089,3,7,1,0
171,5001-96/625/0/7,GjÃ¸rtlervegen 1 A,7021,TRONDHEIM,Selveierleilighet,40,40,44,2007,1,6752.1,2021-03-10,2580000,11017.0,2591017.0,3,1,2021-03-02,8,Meglerhuset Nylander,7021,7,7,1,0
172,5001-177/814/0/65,Jernkisvegen 4,7089,HEIMDAL,Selveierleilighet,49,53,0,2017,6,3044.9,2021-03-10,2950000,0.0,2950000.0,3,2,2021-02-26,12,Eiendomsmegler 1,7089,3,7,1,0
173,5001-407/287/0/2,Teglbrennerveien 70,7016,TRONDHEIM,Selveierleilighet,93,105,0,1988,2,131.2,2021-03-10,6000000,0.0,6000000.0,3,3,2021-02-19,19,Heimdal Eiendomsmegling,7016,4,7,1,0
174,948720175/555,Waldemar Aunes veg 14 D,7027,TRONDHEIM,Borettslagsleilighet,81,81,87,1967,2,88842.0,2021-03-10,2850000,161680.0,3011680.0,4,3,2020-12-28,72,Eiendomsmegler 1,7027,3,3,1,1
175,985882568/33,Frostaveien 13 D,7068,TRONDHEIM,Borettslagsleilighet,37,37,42,2004,1,1403.8,2021-03-10,2540000,0.0,2540000.0,2,1,2021-02-26,12,Heimdal Eiendomsmegling,7068,4,3,1,1
176,5001-17/860/0/89,GrillstadfjÃ¦ra 39,7053,RANHEIM,Selveierleilighet,47,51,56,2018,1,14880.0,2021-03-10,3050000,0.0,3050000.0,2,1,2020-12-18,0,Propr,7053,11,7,1,0
177,5001-23/181/0/0,Hitravegen 17,7055,RANHEIM,Selveier enebolig,155,167,184,1984,0,729.6,2021-03-10,8600000,0.0,8600000.0,0,4,2021-03-02,8,Krogsveen,7055,5,4,0,0
178,5001-410/92/0/1,Rosenborg gate 33,7043,TRONDHEIM,Selveierleilighet,58,58,64,1939,1,631.1,2021-03-10,3400000,0.0,3400000.0,2,2,2020-09-23,168,Meglerhuset Nylander,7043,7,7,1,0
179,5001-417/132/0/6,Mellomila 77,7018,TRONDHEIM,Selveierleilighet,42,45,48,2014,2,1490.9,2021-03-10,2900000,0.0,2900000.0,2,1,2021-02-27,11,Eiendomsmegler 1,7018,3,7,1,0
180,948861569/4,Nedre FlatÃ¥sveg 254,7099,FLATÃ…SEN,Borettslagsleilighet,81,83,89,1983,2,18783.2,2021-03-11,2575000,142579.0,2717579.0,2,2,2021-03-02,9,DNB Eiendom,7099,1,3,0,0
181,5001-410/698/0/50,BjÃ¸rnsons gate 8,7015,TRONDHEIM,Selveierleilighet,85,98,106,2006,2,5824.1,2021-03-11,6450000,0.0,6450000.0,3,2,2021-03-02,9,DNB Eiendom,7015,1,7,1,0
182,5001-176/49/0/0,Kongsvegen 31,7082,KATTEM,Selveier enebolig,0,212,0,1955,0,1002.6,2021-03-11,6715000,0.0,6715000.0,0,0,2021-03-11,0,Other,7082,8,4,0,0
183,948720175/116,Selsbakkvegen 46 C,7027,TRONDHEIM,Borettslagsleilighet,78,78,86,1966,2,57102.2,2021-03-11,3100000,145529.0,3245529.0,3,2,2021-03-04,7,Privatmegleren,7027,9,3,1,0
184,5001-409/568/0/14,Innherredsveien 1 A,7014,TRONDHEIM,Selveierleilighet,56,60,66,2016,4,517.9,2021-03-11,4490000,0.0,4490000.0,3,2,2021-03-03,8,EIE Eiendomsmegling,7014,2,7,0,0
185,948061570/60,UlstadlÃ¸kkveien 32,7067,TRONDHEIM,Borettslagsleilighet,50,50,55,1918,2,3519.9,2021-03-11,3350000,53032.0,3403032.0,2,2,2021-03-03,8,Privatmegleren,7067,9,3,0,0
186,5001-97/1165/0/2,Skjermvegen 68 C,7023,TRONDHEIM,Selveier rekkehus,0,158,0,2021,0,0.0,2021-03-11,5700000,0.0,5700000.0,5,0,2021-03-11,0,Other,7023,8,5,0,0
187,5001-402/152/0/3,Sandgata 11 C,7012,TRONDHEIM,Selveierleilighet,33,33,36,1885,1,240.1,2021-03-11,2490000,0.0,2490000.0,2,1,2021-03-03,8,DNB Eiendom,7012,1,7,0,0
188,988933759/12,Ã˜stmarkveien 6 D,7040,TRONDHEIM,Borettslagsleilighet,40,40,44,2005,1,10171.0,2021-03-11,1710000,712416.0,2422416.0,2,1,2021-02-09,30,Eiendomsmegler 1,7040,3,3,0,0
189,5001-409/582/0/2,Nedre MÃ¸llenberg gate 9 B,7014,TRONDHEIM,Selveierleilighet,67,75,82,1898,1,139.2,2021-03-11,4200000,0.0,4200000.0,3,2,2021-03-01,10,Heimdal Eiendomsmegling,7014,4,7,0,0
190,5001-77/274/0/0,Venusvegen 9 B,7036,TRONDHEIM,Selveier tomannsbolig,127,150,165,1965,0,559.8,2021-03-11,4400000,0.0,4400000.0,0,3,2021-03-04,7,DNB Eiendom,7036,1,6,1,0
191,5001-49/215/0/1,Stokkbekken 136,7048,TRONDHEIM,Selveierleilighet,66,72,0,2016,1,5389.7,2021-03-11,3550000,0.0,3550000.0,4,3,2021-03-11,0,Other,7048,8,7,1,0
192,5001-50/396/0/0,AngelltrÃ¸vegen 78,7048,TRONDHEIM,Selveier tomannsbolig,81,89,0,1968,0,449.8,2021-03-11,3525000,114042.0,3639042.0,0,2,2021-03-02,9,Eiendomsmegler 1,7048,3,6,1,0
193,948657104/62,Gina Krogs veg 12,7046,TRONDHEIM,Borettslagsleilighet,67,67,74,1948,2,42247.4,2021-03-11,3920000,211003.0,4131003.0,3,2,2021-03-02,9,Eiendomsmegler 1,7046,3,3,0,0
194,5001-425/435/0/3,Breidablikveien 69 A,7020,TRONDHEIM,Selveierleilighet,73,78,85,1994,2,1289.4,2021-03-11,3720000,0.0,3720000.0,3,2,2021-02-26,13,Heimdal Eiendomsmegling,7020,4,7,1,0
195,5001-61/6/0/1,Falsens gate 9,7052,TRONDHEIM,Selveier tomannsbolig,125,133,145,1929,1,1009.0,2021-03-11,8100000,0.0,8100000.0,3,3,2021-03-03,8,Privatmegleren,7052,9,6,1,0
196,5001-9/860/0/1,Utsiravegen 3,7045,TRONDHEIM,Selveierleilighet,34,34,37,1945,1,607.1,2021-03-11,2275000,0.0,2275000.0,2,1,2021-03-02,9,Eiendomsmegler 1,7045,3,7,0,0
197,848819662/416,Ã˜vre FlatÃ¥sveg 53,7079,FLATÃ…SEN,Borettslagsleilighet,99,101,110,1976,4,94067.0,2021-03-11,2850000,113049.0,2963049.0,4,3,2021-02-25,14,EIE Eiendomsmegling,7079,2,3,0,0
198,5001-58/246/0/3,Paul Fjermstads veg 31,7052,TRONDHEIM,Selveierleilighet,65,65,70,1957,2,1192.2,2021-03-11,3925000,0.0,3925000.0,0,2,2021-03-04,7,Meglerhuset Nylander,7052,7,7,1,1
199,5001-9/344/0/4,Veimester Kroghs gate 35,7052,TRONDHEIM,Selveierleilighet,75,75,83,1938,2,850.6,2021-03-11,3600000,0.0,3600000.0,3,1,2021-02-16,23,DNB Eiendom,7052,1,7,1,0
200,5001-411/73/0/5,Frostaveien 6,7068,TRONDHEIM,Selveierleilighet,68,68,72,1905,2,612.9,2021-03-11,3500000,90135.0,3590135.0,0,2,2021-03-03,8,Eiendomsmegler 1,7068,3,7,0,0
201,5001-72/3/0/7,Ole Tilseths veg 10,7037,TRONDHEIM,Selveierleilighet,91,95,101,2001,2,4022.4,2021-03-11,3575000,0.0,3575000.0,4,3,2021-02-27,12,Eiendomsmegler 1,7037,3,7,1,0
202,5001-198/5/0/4,Anne Ekrens veg 5,7080,HEIMDAL,Selveierleilighet,45,45,0,2020,1,4832.0,2021-03-11,2770000,0.0,2770000.0,2,1,2021-03-01,10,Eiendomsmegler 1,7080,3,7,1,0
203,5001-401/134/0/28,Fjordgata 18 A,7010,TRONDHEIM,Selveierleilighet,104,106,118,1998,3,1761.7,2021-03-11,6800000,0.0,6800000.0,3,2,2021-03-03,8,Privatmegleren,7010,9,7,1,0
204,848896772/136,Ã˜stre berg 11,7050,TRONDHEIM,Borettslagsleilighet,100,100,110,1972,3,47477.8,2021-03-11,4100000,143367.0,4243367.0,4,3,2021-02-27,12,Proaktiv,7050,10,3,0,0
205,5001-417/72/0/49,Mellomila 86,7018,TRONDHEIM,Selveierleilighet,53,53,58,2001,4,2329.4,2021-03-11,3475000,0.0,3475000.0,2,1,2021-03-03,8,Proaktiv,7018,10,7,1,0
206,950374047/68,Ekornvegen 3,7082,KATTEM,Borettslag rekkehus,106,157,168,1979,0,57962.1,2021-03-11,2350000,899534.0,3249534.0,4,3,2021-02-26,13,Heimdal Eiendomsmegling,7082,4,1,0,0
207,5001-410/693/0/60,Dyre Halses gate 2,7042,TRONDHEIM,Selveierleilighet,48,51,60,2006,7,1532.9,2021-03-11,4220000,9326.0,4229326.0,2,1,2021-03-01,10,Eiendomsmegler 1,7042,3,7,1,0
208,5001-101/17/0/1,Gammel-lina 43,7028,TRONDHEIM,Selveier tomannsbolig,103,103,112,1913,1,1062.0,2021-03-11,3050000,0.0,3050000.0,0,3,2021-03-01,10,Heimdal Eiendomsmegling,7028,4,6,1,0
209,987509260/17,Nermarka 25,7047,TRONDHEIM,Borettslagsleilighet,72,86,0,2006,3,8028.2,2021-03-11,3400000,360668.0,3760668.0,3,2,2021-03-03,8,Eiendomsmegler 1,7047,3,3,0,0
210,5001-412/408/0/114,Julianus Holms veg 56,7041,TRONDHEIM,Selveierleilighet,45,49,0,2016,5,4721.5,2021-03-11,3250000,0.0,3250000.0,2,1,2021-03-01,10,Eiendomsmegler 1,7041,3,7,1,0
211,5001-412/407/0/31,Julianus Holms veg 44,7041,TRONDHEIM,Selveierleilighet,65,69,75,2015,4,5120.2,2021-03-11,3890000,0.0,3890000.0,3,2,2021-03-03,8,Privatmegleren,7041,9,7,1,0
212,5001-414/544/0/9,HÃ¥kon Magnussons gate 18,7041,TRONDHEIM,Selveierleilighet,66,70,70,2016,2,959.6,2021-03-12,4150000,0.0,4150000.0,3,2,2021-02-26,14,Aktiv,7041,0,7,1,0
213,5001-48/152/0/39,Haakon Odd Christiansens veg 37,7048,TRONDHEIM,Selveierleilighet,69,91,100,2006,3,8018.9,2021-03-12,3360000,0.0,3360000.0,3,2,2021-03-05,7,Eiendomsmegler 1,7048,3,7,1,0
214,992270217/22,Ole Nypans veg 5,7083,LEINSTRAND,Borettslag rekkehus,73,77,0,2008,0,12025.5,2021-03-12,1890000,968231.0,2858231.0,3,2,2021-02-09,31,Eiendomsmegler 1,7083,3,1,0,0
215,5001-411/190/0/15,Ã˜stersunds gate 24,7067,TRONDHEIM,Selveierleilighet,72,73,75,1913,1,653.2,2021-03-12,3900000,0.0,3900000.0,4,3,2021-03-05,7,Eiendomsmegler 1,7067,3,7,0,0
216,848657662/31,Mellomveien 24 E,7067,TRONDHEIM,Borettslagsleilighet,64,64,70,1952,2,1424.9,2021-03-12,3100000,110338.0,3210338.0,3,2,2021-03-01,11,Eiendomsmegler 1,7067,3,3,1,1
217,5001-57/48/0/0,Professor MÃ¸rchs veg 2,7052,TRONDHEIM,Selveier enebolig,221,254,273,1926,0,1030.8,2021-03-12,9600000,0.0,9600000.0,0,6,2021-03-04,8,Eiendomsmegler 1,7052,3,4,1,0
218,955231600/71,ByÃ¥sveien 153 D,7021,TRONDHEIM,Borettslagsleilighet,81,96,103,1962,2,19248.3,2021-03-12,2860000,277552.0,3137552.0,3,3,2021-03-01,11,Eiendomsmegler 1,7021,3,3,0,0
219,963954735/170,Sigurd Jorsalfars veg 21 C,7052,TRONDHEIM,Borettslagsleilighet,73,75,81,1962,2,4999.2,2021-03-12,3950000,2026.0,3952026.0,0,2,2021-03-01,11,Heimdal Eiendomsmegling,7052,4,3,1,0
220,948629550/32,Nordre Hallsetveg 81 A,7023,TRONDHEIM,Borettslagsleilighet,38,38,41,1965,3,6182.3,2021-03-12,1950000,76477.0,2026477.0,1,0,2021-02-05,35,DNB Eiendom,7023,1,3,1,0
221,5001-402/305/0/8,Sandgata 28,7012,TRONDHEIM,Selveierleilighet,38,38,0,2008,4,3173.9,2021-03-12,3135000,0.0,3135000.0,2,1,2021-03-04,8,Eiendomsmegler 1,7012,3,7,1,0
222,848718742/92,Konglevegen 5 B,7058,CHARLOTTENLUND,Borettslagsleilighet,70,70,77,1963,1,4061.9,2021-03-12,2320000,327077.0,2647077.0,3,2,2021-03-03,9,Eiendomsmegler 1,7058,3,3,0,0
223,5001-177/765/0/0,Andersbakkan 8,7089,HEIMDAL,Selveier enebolig,173,181,197,2014,0,175.5,2021-03-12,6390000,0.0,6390000.0,5,4,2020-12-29,73,Krogsveen,7089,5,4,1,0
224,5001-156/28/0/8,RingvÃ¥lvegen 354 A,7089,HEIMDAL,Selveierleilighet,72,72,80,1935,2,2451.6,2021-03-12,2250000,0.0,2250000.0,3,2,2020-09-29,164,Eiendomsmegler 1,7089,3,7,1,0
225,955231600/71,ByÃ¥sveien 153 D,7021,TRONDHEIM,Borettslagsleilighet,81,96,103,1962,2,19248.3,2021-03-12,2860000,277552.0,3137552.0,3,3,2021-03-01,11,Eiendomsmegler 1,7021,3,3,0,0
226,5001-96/625/0/29,GjÃ¸rtlervegen 1 A,7021,TRONDHEIM,Selveierleilighet,86,90,97,2007,2,6752.1,2021-03-12,3800000,23622.0,3823622.0,3,3,2021-03-12,0,Eiendomsmegler 1,7021,3,7,1,0
227,5001-97/397/0/0,William Farres veg 14,7022,TRONDHEIM,Selveier enebolig,160,167,183,1963,0,1101.4,2021-03-12,7200000,0.0,7200000.0,0,5,2020-10-19,144,Eiendomsmegler 1,7022,3,4,1,0
228,5001-96/625/0/29,GjÃ¸rtlervegen 1 A,7021,TRONDHEIM,Selveierleilighet,86,90,97,2007,2,6752.1,2021-03-12,3800000,23622.0,3823622.0,3,3,2021-03-12,0,Eiendomsmegler 1,7021,3,7,1,0
229,952254308/179,Orrevegen 7,7088,HEIMDAL,Borettslagsleilighet,43,43,49,1971,2,28301.1,2021-03-12,2280000,56003.0,2336003.0,2,1,2021-03-02,10,Eiendomsmegler 1,7088,3,3,1,0
230,5001-48/150/0/74,Haakon Odd Christiansens veg 15,7048,TRONDHEIM,Selveierleilighet,54,54,61,2004,1,9664.1,2021-03-12,2860000,0.0,2860000.0,3,2,2021-02-22,18,DNB Eiendom,7048,1,7,1,0
231,5001-177/750/0/0,Perslia 19 A,7088,HEIMDAL,Selveier enebolig,169,175,192,2012,0,500.3,2021-03-12,7120000,0.0,7120000.0,5,4,2021-03-04,8,Heimdal Eiendomsmegling,7088,4,4,0,1
232,5001-49/307/0/51,Ã˜vre GranÃ¥slia 7,7047,TRONDHEIM,Selveierleilighet,37,52,0,2018,1,5974.8,2021-03-12,3000000,0.0,3000000.0,2,1,2021-03-03,9,Meglerhuset Nylander,7047,7,7,1,0
